,ISBN,Favourite-Generation,Book-Rating
34562,0394575202,genz,10.0
34571,0394576047,boomer+,9.0
34576,0394577892,genx,8.0
34582,0394578198,genx,8.0
34587,0394578759,millenial,8.0
34592,0394578791,genz,8.0
34599,0394580567,millenial,9.0
34606,0394580702,genx,10.0
34612,0394582586,genx,8.333333333333334
34618,0394585852,genx,9.0
34624,0394586603,genx,10.0
34630,0394587545,genx,7.5
34636,0394587863,genx,10.0
34640,0394587952,genz,8.0
34644,0394588169,teenager,9.0
34653,0394588320,millenial,6.5
34660,0394588428,genx,8.0
34666,039458872X,genx,9.0
34672,0394589424,genx,8.0
34677,0394589955,millenial,7.4
34681,0394700023,youth,8.5
34690,0394700058,genx,9.333333333333334
34695,0394702239,millenial,9.0
34701,0394712587,millenial,8.333333333333334
34707,0394717155,millenial,8.666666666666666
34712,0394717848,genz,9.0
34719,0394718534,millenial,9.0
34726,0394722655,genx,7.0
34732,0394724550,genx,9.0
34738,0394726251,genx,9.5
34741,0394726413,youth,9.0
34750,0394730380,genx,8.0
34754,0394732928,genz,10.0
34760,0394736656,genz,10.0
34768,0394740181,genx,10.0
34773,0394742117,millenial,8.333333333333334
34780,0394743121,genx,10.0
34784,0394743180,genz,10.0
34791,0394743199,millenial,8.2
34796,0394744209,genz,8.0
34802,0394744543,genz,8.0
34810,0394745027,genx,9.333333333333334
34816,0394747232,genx,10.0
34821,0394747747,millenial,8.333333333333334
34827,0394748646,millenial,8.0
34833,0394751019,millenial,9.5
34840,0394751043,genx,9.0
34846,0394753518,genx,9.0
34850,0394755111,genz,10.0
34857,0394755596,millenial,8.5
34862,0394756827,genz,10.0
34867,0394756886,youth,8.5
34876,0394757645,genx,8.0
34880,0394757688,genz,9.0
34887,0394758277,millenial,8.0
34893,0394758285,millenial,8.6
34900,0394758374,genx,9.0
34905,0394758439,millenial,7.0
34910,039480001X,genz,10.0
34915,0394800028,youth,10.0
34923,0394800133,millenial,9.714285714285714
34928,0394800168,genz,9.666666666666666
34935,0394800184,millenial,10.0
34940,0394800206,genz,10.0
34946,039480029X,genz,10.0
34952,0394800303,genz,10.0
34958,0394800389,genz,9.833333333333334
34965,039480077X,millenial,10.0
34971,0394800796,millenial,10.0
34976,0394800893,genz,10.0
34984,0394800915,genx,7.5
34988,0394805720,genz,10.0
34996,0394809378,genx,10.0
35002,039480967X,genx,7.0
35007,0394810112,millenial,9.5
35013,0394815009,millenial,10.0
35019,0394820371,millenial,9.153846153846153
35022,0394821998,teenager,9.0
35031,0394823249,millenial,8.333333333333334
35036,0394823370,genz,10.0
35044,0394825691,genx,7.5
35048,0394825985,genz,10.0
35054,0394825993,genz,8.2
35061,0394826264,millenial,7.5
35066,0394828054,genz,8.333333333333334
35074,0394829085,genx,9.0
35079,0394829204,millenial,10.0
35083,0394830148,youth,9.0
35090,0394831292,genz,10.0
35094,039483609X,teenager,10.0
35102,0394839129,genz,10.0
35108,0394842553,genz,9.5
35114,0394854438,genz,9.0
35120,0394856392,genz,7.5
35127,0394860292,millenial,9.0
35134,0394861027,genx,10.0
35139,0394865707,millenial,10.0
35144,0394871804,genz,9.0
35151,0394872177,millenial,10.0
35158,0394873335,genx,10.0
35163,0394873343,millenial,7.25
35169,0394873351,millenial,7.5
35174,039487336X,genz,7.0
35181,0394882695,millenial,9.5
35188,0394890485,genx,10.0
35194,0394892178,genx,10.0
35196,0394895894,teenager,10.0
35206,0394896211,genx,10.0
35211,0394896955,millenial,8.0
35216,0394900014,genz,10.0
35223,0394900294,millenial,6.5
35229,0394909674,millenial,10.0
35235,0395071224,millenial,10.0
35239,0395083567,youth,10.0
35248,039513692X,genx,10.0
35254,0395137195,genx,9.5
35259,0395159938,millenial,9.0
35265,0395177111,millenial,9.625
35270,0395193958,genz,10.0
35278,0395245109,genx,9.0
35280,0395257301,teenager,10.0
35290,0395259398,genx,9.666666666666666
35295,039526619X,millenial,8.5
35302,0395272211,genx,10.0
35307,039527222X,millenial,10.0
35312,0395282659,genz,10.0
35317,0395291305,youth,10.0
35325,0395353009,millenial,9.0
35332,0395363179,genx,6.5
35337,0395401461,millenial,10.0
35345,0395404258,boomer+,7.0
35349,039543095X,millenial,9.5
35355,0395437482,millenial,10.0
35361,0395453909,millenial,9.5
35368,0395475910,genx,9.0
35373,039548930X,millenial,10.0
35379,0395489318,millenial,10.0
35385,0395500761,millenial,9.0
35391,0395502209,millenial,8.0
35398,0395510104,genx,7.0
35402,0395549701,genz,9.0
35410,0395560012,genx,10.0
35416,0395585686,genx,9.0
35422,0395593034,genx,6.0
35428,0395636264,genx,6.0
35433,0395644976,millenial,6.0
35438,0395645662,genz,10.0
35445,0395657806,millenial,8.0
35452,0395669588,genx,6.666666666666667
35457,0395670292,millenial,10.0
35463,039568093X,millenial,10.0
35468,0395683297,genz,9.5
35474,039571091X,genz,8.0
35481,0395739829,millenial,9.0
35485,039575514X,youth,10.0
35493,0395859972,millenial,9.666666666666666
35500,0395866502,genx,9.0
35506,0395869463,genx,7.5
35512,0395875145,genx,8.0
35517,0395877334,millenial,9.0
35524,039592684X,genx,8.666666666666666
35529,0395926866,millenial,8.5
35534,0395926882,genz,10.0
35540,039592720X,genz,9.333333333333334
35547,039592720x,millenial,10.0
35552,0395927218,genz,10.0
35560,0395933463,genx,9.0
35565,0395944171,millenial,6.5
35571,0395957990,millenial,10.0
35577,0395974682,millenial,9.0
35583,0395977894,millenial,8.272727272727273
35589,0395981328,millenial,6.333333333333333
35596,0397001517,genx,10.0
35600,0397306938,genz,10.0
35608,0399103422,genx,10.0
35612,0399123040,genz,6.0
35618,0399130276,genz,10.0
35626,039913039X,genx,9.0
35632,0399131493,genx,8.0
35639,0399131876,boomer+,9.0
35644,0399132414,genx,8.5
35646,0399133143,teenager,8.0
35654,0399133194,genz,9.5
35661,0399133453,millenial,9.5
35668,0399133844,genx,9.333333333333334
35673,0399134204,millenial,9.5
35680,0399134409,genx,7.0
35686,0399134700,genx,9.5
35692,0399134816,genx,5.0
35697,0399134883,millenial,9.0
35702,0399135782,genz,9.0
35709,0399135790,millenial,8.0
35716,0399135812,genx,9.0
35720,0399135995,genz,7.0
35726,0399136150,genz,9.0
35733,0399136452,millenial,5.0
35740,0399136487,genx,9.0
35746,0399136649,genx,7.0
35751,0399136738,millenial,7.666666666666667
35758,0399137203,genx,9.0
35762,0399137378,genz,10.0
35768,0399137718,genz,7.0
35775,0399137734,millenial,8.5
35781,0399137769,millenial,10.0
35786,0399137807,genz,6.0
35791,0399138013,youth,5.0
35800,0399138250,genx,9.2
35805,0399138684,millenial,9.333333333333334
35813,0399138714,boomer+,7.5
35818,0399138749,genx,9.5
35823,039913879X,millenial,8.0
35830,0399138994,genx,10.0
35835,0399139060,millenial,8.0
35842,0399139079,genx,10.0
35848,0399139141,genx,9.0
35854,0399139206,genx,9.0
35858,039913929X,genz,10.0
35865,039913932X,millenial,8.0
35870,0399139540,genz,8.0
35877,0399139648,millenial,9.0
35884,0399139710,genx,8.0
35891,0399139745,boomer+,10.0
35895,0399139818,millenial,7.0
35901,0399139869,millenial,6.333333333333333
35907,0399140093,millenial,10.0
35913,0399140204,millenial,6.0
35921,0399140433,boomer+,9.0
35925,0399140522,millenial,6.666666666666667
35929,0399140557,youth,9.0
35936,039914062X,genz,10.0
35942,0399140751,genz,8.0
35949,0399140824,millenial,9.0
35955,0399140832,millenial,7.0
35962,0399140913,genx,8.5
35969,0399141065,boomer+,8.0
35974,039914112X,genx,10.0
35981,0399141146,boomer+,10.0
35984,0399141200,genz,8.0
35992,0399141227,genx,8.666666666666666
35997,0399141308,millenial,9.5
36003,0399141383,millenial,9.0
36011,039914143X,boomer+,5.0
36014,0399141464,genz,8.0
36022,0399141855,genx,8.0
36026,0399141928,genz,7.666666666666667
36033,0399141960,millenial,9.333333333333334
36041,039914207X,boomer+,9.0
36045,039914210X,millenial,8.0
36052,0399142185,genx,8.666666666666666
36055,0399142282,youth,10.0
36064,0399142371,genx,8.0
36071,0399142401,boomer+,8.0
36076,0399142487,genx,9.0
36080,0399142495,genz,9.5
36086,039914255X,genz,7.0
36093,0399142614,millenial,9.666666666666666
36099,0399142649,millenial,7.5
36106,0399142703,genx,10.0
36109,0399142789,youth,10.0
36116,0399142851,genz,10.0
36123,0399142983,millenial,7.5
36128,0399142991,genz,8.0
36135,0399143041,millenial,9.0
36139,0399143130,youth,10.0
36148,0399143165,genx,9.0
36154,0399143335,genx,8.0
36160,0399143629,genx,8.0
36166,0399143653,genx,6.0
36170,0399143661,genz,9.0
36178,0399143696,genx,9.0
36183,039914370X,millenial,8.0
36190,0399143769,genx,7.666666666666667
36197,0399143823,boomer+,10.0
36201,0399143874,millenial,7.5
36206,0399143904,genz,10.0
36211,0399143947,youth,9.0
36221,0399143955,boomer+,8.0
36227,0399144137,boomer+,8.0
36233,0399144315,boomer+,8.0
36238,0399144331,genx,8.0
36243,039914434X,millenial,6.0
36249,0399144412,millenial,10.0
36253,0399144463,youth,10.0
36262,0399144587,genx,10.0
36267,0399144595,millenial,10.0
36271,039914465X,youth,9.0
36279,0399144706,millenial,9.25
36285,0399144714,millenial,8.0
36291,0399144803,millenial,10.0
36298,0399144927,genx,8.666666666666666
36303,039914496X,millenial,9.0
36308,0399145052,genz,8.0
36316,0399145060,genx,8.0
36321,0399145079,millenial,8.4
36329,0399145087,boomer+,9.0
36333,0399145362,millenial,8.5
36337,0399145419,youth,9.0
36345,0399145621,millenial,8.0
36351,039914563X,millenial,8.2
36357,0399145664,millenial,9.0
36363,0399145672,millenial,7.909090909090909
36370,0399145702,genx,7.5
36375,0399145850,millenial,8.0
36382,0399145869,genx,8.5
36386,0399145885,genz,10.0
36392,0399145923,genz,9.0
36398,0399145990,genz,10.0
36404,0399146008,genz,10.0
36411,0399146113,millenial,8.0
36416,039914613X,genz,10.0
36423,0399146164,millenial,7.5
36430,0399146180,genx,7.5
36434,0399146245,genz,8.0
36440,0399146253,genz,10.0
36447,0399146296,millenial,7.5
36454,0399146377,genx,10.0
36459,0399146431,millenial,8.5625
36466,0399146504,genx,8.6
36468,0399146601,teenager,10.0
36478,0399146644,genx,6.5
36480,0399146652,teenager,9.0
36490,0399146687,genx,8.0
36495,0399146695,millenial,9.0
36502,0399146725,genx,8.6
36509,039914675X,boomer+,8.0
36513,0399146911,millenial,8.5
36519,0399147020,millenial,8.0
36525,0399147101,millenial,7.666666666666667
36528,0399147128,teenager,9.0
36538,0399147144,genx,7.333333333333333
36544,0399147195,genx,8.833333333333334
36548,0399147284,genz,9.0
36556,0399147322,genx,9.0
36562,0399147357,genx,9.0
36568,0399147365,genx,7.5
36573,0399147381,millenial,8.5
36579,039914739X,millenial,6.4
36586,0399147632,genx,8.5
36591,0399147772,millenial,8.0
36598,0399147799,genx,9.0
36604,0399147853,genx,9.0
36608,039914787X,genz,8.5
36616,0399147888,genx,9.5
36622,0399147926,genx,9.0
36628,0399147969,genx,9.0
36632,0399148019,genz,8.0
36640,0399148027,genx,7.857142857142857
36646,0399148248,genx,9.5
36652,0399148337,genx,8.0
36659,039914840X,boomer+,10.0
36664,0399148450,genx,8.75
36670,0399148469,genx,8.5
36676,0399148477,genx,8.5
36683,0399148515,boomer+,9.0
36688,0399148574,genx,9.0
36694,0399148582,genx,8.5
36700,0399148604,genx,8.0
36706,0399148612,genx,9.0
36710,0399148639,genz,9.0
36719,039914868X,boomer+,8.0
36722,0399148701,genz,10.0
36730,0399148728,genx,7.5
36736,0399148760,genx,8.6
36740,0399148779,genz,8.5
36747,0399148787,millenial,8.0
36754,0399148817,genx,8.25
36760,039914899X,genx,8.0
36767,0399149155,boomer+,9.5
36773,0399149244,boomer+,9.0
36778,0399149260,genx,9.5
36784,0399149279,genx,7.666666666666667
36789,0399149295,millenial,6.333333333333333
36796,0399149309,genx,8.5
36802,0399149325,genx,8.285714285714286
36808,0399149368,genx,8.666666666666666
36814,0399149384,genx,9.0
36821,0399149392,boomer+,10.0
36825,0399149422,millenial,7.333333333333333
36831,0399149457,millenial,9.0
36838,0399149562,genx,8.0
36843,0399149708,millenial,9.0
36850,0399149716,genx,8.0
36856,0399149759,genx,8.75
36863,0399149775,boomer+,10.0
36868,0399149783,genx,10.0
36873,0399149821,millenial,9.25
36878,0399149848,genz,10.0
36884,0399149864,genz,8.5
36892,0399150412,genx,10.0
36898,0399150439,genx,8.88888888888889
36904,0399150544,genx,9.0
36910,0399150560,genx,9.4
36915,0399150749,millenial,8.0
36920,039915079X,genz,10.0
36927,0399150803,millenial,10.0
36935,0399150811,boomer+,6.5
36940,0399150838,genx,8.0
36946,0399150854,genx,8.833333333333334
36950,0399150870,genz,9.0
36957,0399150897,millenial,7.416666666666667
36965,0399150900,boomer+,9.0
36971,0399151060,boomer+,10.0
36976,0399151079,genx,9.666666666666666
36980,0399151273,genz,9.0
36988,0399151397,genx,10.0
36994,0399151435,genx,8.0
37000,0399151443,genx,8.333333333333334
37004,0399151451,genz,9.5
37012,0399151478,genx,8.666666666666666
37015,0399151540,youth,9.5
37022,0399151613,genz,9.0
37030,0399151648,genx,8.571428571428571
37034,0399151710,genz,10.0
37042,0399151729,genx,8.0
37049,039915180X,boomer+,9.0
37051,0399151850,youth,9.0
37059,0399151877,millenial,10.0
37067,0399152288,boomer+,10.0
37070,0399226907,genz,10.0
37077,0399230033,millenial,9.0
37084,0399231420,genx,8.5
37089,0399238786,millenial,8.75
37095,0399238794,millenial,8.75
37099,0399240071,youth,10.0
37108,0399501487,genx,8.833333333333334
37114,0399522115,genx,10.0
37118,0399523308,genz,8.0
37125,039952438X,millenial,8.0
37131,0399525777,millenial,7.0
37137,0399526307,millenial,9.0
37142,0399527257,genz,10.0
37147,0413537900,youth,9.0
37154,0413650103,genz,8.333333333333334
37160,0425043797,genz,10.0
37168,0425044440,genx,8.0
37173,0425047075,millenial,9.0
37179,0425052478,millenial,6.5
37185,0425053121,millenial,6.0
37191,0425060772,millenial,6.666666666666667
37196,0425062333,genz,10.0
37203,0425062740,millenial,4.0
37210,0425065553,genx,9.0
37214,0425067815,genz,8.0
37219,0425067823,youth,8.0
37227,042506784X,millenial,9.0
37233,0425067858,millenial,9.0
37240,0425067866,genx,8.0
37246,0425067947,genx,8.5
37250,042506803X,genz,9.0
37258,0425068064,genx,10.0
37262,0425068099,genz,8.5
37268,0425068137,genz,10.0
37275,0425070190,millenial,10.0
37281,0425071014,millenial,8.0
37286,042507160X,genz,9.0
37292,0425074994,genz,8.0
37298,0425076695,genz,6.5
37303,0425076741,youth,10.0
37312,0425077047,genx,10.0
37314,0425080021,teenager,9.0
37324,0425081818,genx,8.5
37326,0425083837,teenager,10.0
37334,0425083896,genz,7.0
37340,0425084744,genz,7.0
37347,0425087832,millenial,10.0
37352,0425089037,genz,8.0
37359,0425090787,millenial,9.0
37365,0425090825,millenial,9.0
37372,0425091031,genx,8.0
37376,0425091805,genz,7.5
37384,0425092178,genx,10.0
37387,0425092917,youth,9.0
37396,0425093255,genx,8.0
37401,0425093328,millenial,8.166666666666666
37407,0425093476,millenial,7.4
37414,0425094537,genx,9.0
37419,0425096343,millenial,8.0
37424,0425097609,genz,8.0
37432,0425097722,genx,8.2
37436,0425097773,genz,9.0
37443,0425098087,millenial,7.6
37449,0425098400,millenial,7.5
37456,0425098451,genx,9.0
37461,0425098478,millenial,9.0
37466,0425098532,genz,8.0
37472,0425098540,genz,8.0
37476,0425098559,teenager,7.0
37486,0425098605,genx,8.666666666666666
37492,0425098648,genx,8.666666666666666
37498,0425098680,genx,8.0
37503,0425098729,millenial,9.0
37509,0425098834,millenial,9.0
37516,0425098842,genx,9.0
37520,0425099148,genz,10.0
37528,0425099229,genx,8.0
37534,0425099334,genx,10.0
37539,0425100057,millenial,9.0
37545,0425100413,millenial,10.0
37552,0425100650,genx,9.0
37558,042510107X,genx,8.444444444444445
37564,0425101339,genx,10.0
37567,0425101452,youth,8.0
37576,0425102378,genx,10.0
37580,0425102416,genz,9.5
37588,0425102432,genx,9.0
37593,0425103285,millenial,10.0
37600,0425103536,genx,7.333333333333333
37604,0425103552,genz,10.0
37611,0425103633,millenial,10.0
37616,0425104052,genz,10.0
37623,0425104060,millenial,8.0
37629,0425104273,millenial,8.5
37635,042510429X,millenial,8.75
37640,0425104338,genz,10.0
37645,0425104346,youth,10.0
37653,0425104974,millenial,8.5
37660,0425105334,genx,10.0
37664,0425105679,genz,7.0
37671,0425105709,millenial,7.0
37677,042510687X,millenial,7.666666666666667
37684,0425107469,genx,9.625
37689,0425108589,millenial,9.0
37695,0425108937,millenial,7.5
37701,0425109240,millenial,10.0
37707,0425109283,millenial,8.0
37713,0425109720,millenial,8.23076923076923
37720,0425110427,genx,6.5
37725,0425111830,millenial,6.5
37731,0425113884,millenial,7.7
37738,0425113892,genx,7.0
37742,0425114236,genz,8.333333333333334
37747,0425115801,youth,10.0
37755,0425116417,millenial,9.5
37762,0425116840,genx,8.125
37766,0425117383,genz,8.0
37772,042511774X,genz,8.333333333333334
37779,0425118312,millenial,8.0
37786,0425118703,genx,9.0
37791,0425119114,millenial,9.0
37794,0425119653,teenager,7.5
37804,042511984X,genx,9.0
37807,0425119920,youth,9.0
37813,0425120015,youth,8.0
37820,0425120279,genz,9.4
37827,0425120430,millenial,7.0
37834,0425121259,genx,8.333333333333334
37840,0425121631,genx,8.5
37846,042512164X,genx,8.0
37852,0425122123,genx,9.0
37858,042512214X,genx,7.0
37860,0425122956,teenager,9.0
37868,0425124347,genz,8.5
37875,0425124819,millenial,8.0
37881,042512519X,millenial,8.333333333333334
37886,0425125467,genz,9.0
37893,0425126064,millenial,7.875
37901,0425126870,boomer+,10.0
37906,0425127230,genx,9.0
37912,0425127583,genx,9.0
37916,0425127923,genz,8.0
37921,0425127931,youth,10.0
37930,0425128164,genx,8.5
37936,0425128458,genx,8.5
37942,042512892X,genx,6.5
37945,0425129586,youth,9.25
37953,0425129608,millenial,9.333333333333334
37959,0425129616,millenial,8.0
37966,0425129942,genx,9.0
37970,0425130215,genz,8.25
37976,042513024X,genz,9.0
37982,0425130711,genz,7.714285714285714
37990,0425131769,genx,8.0
37995,0425132048,millenial,8.714285714285714
38001,0425132153,millenial,8.333333333333334
38008,0425132617,genx,9.0
38014,0425132625,genx,7.25
38018,0425132889,genz,9.0
38023,0425132935,youth,8.0
38030,0425132951,genz,7.666666666666667
38038,042513301X,genx,9.0
38043,042513329X,millenial,9.5
38046,0425133516,teenager,10.0
38054,0425133540,genz,8.6
38061,0425133656,millenial,10.0
38068,0425133990,genx,5.0
38075,0425134350,boomer+,10.0
38081,0425135020,boomer+,8.0
38084,042513525X,genz,8.0
38093,0425135721,boomer+,8.0
38097,0425135772,millenial,7.0
38102,0425136191,genz,8.5
38110,0425136612,genx,8.0
38116,0425136981,genx,9.666666666666666
38122,042513699X,genx,8.5
38129,0425137457,boomer+,8.0
38133,0425137562,millenial,8.857142857142858
38137,0425137937,youth,9.0
38146,0425137945,genx,8.0
38150,0425138232,genz,10.0
38159,0425138984,boomer+,9.0
38162,0425139034,genz,10.0
38170,0425139808,genx,3.0
38176,0425140032,genx,8.4
38179,0425140040,youth,8.0
38186,0425140318,genz,9.0
38193,0425140601,millenial,9.0
38199,0425140946,millenial,6.6
38204,0425140989,genz,8.0
38211,0425141233,millenial,8.583333333333334
38215,0425141551,youth,9.5
38223,0425141977,millenial,8.0
38227,0425142485,youth,8.0
38235,0425142868,millenial,8.4
38242,0425143325,genx,8.666666666666666
38247,0425143503,millenial,8.5
38252,0425144062,genz,8.0
38259,0425144372,millenial,8.5
38266,0425144429,genx,8.2
38271,0425144569,millenial,9.0
38277,0425145301,millenial,8.0
38285,042514545X,boomer+,9.0
38290,0425145638,genx,8.333333333333334
38295,0425146227,millenial,10.0
38302,0425146383,genx,7.0
38309,0425146413,boomer+,10.0
38310,0425146421,teenager,10.0
