,Book-Title-Length,Book-Author,Book-Publisher,Publication-Era,Favourite-Generation
5306,3,Margaret Coel,Berkley Publishing Group,1980s-1990s,genz
5307,2,KIRK MITCHELL,Bantam,>=2000,millenial
5308,20,John Stossel,HarperCollins,>=2000,millenial
5309,2,Sujata Massey,HarperTorch,>=2000,millenial
5310,8,Erma Bombeck,Andrews McMeel Pub,1980s-1990s,millenial
5311,7,Lilian Jackson Braun,Jove Books,1980s-1990s,genx
5312,2,Terry Jones,Ballantine Books,1980s-1990s,millenial
5313,9,Lilian Jackson Braun,Jove Books,1980s-1990s,genz
5314,3,David Baldacci,Warner Books,>=2000,boomer+
5315,6,Lilian Jackson Braun,Jove Books,1980s-1990s,genx
5316,8,Sanyika Shakur,Penguin Books,1980s-1990s,millenial
5317,2,David McCullough,Simon & Schuster,>=2000,genz
5318,9,Lilian Jackson Braun,Jove Books,>=2000,millenial
5319,16,Tamar Myers,Signet Book,>=2000,genz
5320,10,Stephen King,Signet Book,1980s-1990s,genx
5321,2,Kelsey Grammer,Penguin USA,1980s-1990s,millenial
5322,1,Alan Dean Foster,Ace Books,1980s-1990s,genz
5323,2,Alan Dean Foster,Ace Books,1980s-1990s,genz
5324,5,Douglas Adams,Pocket,1980s-1990s,genx
5325,6,Douglas Adams,Pocket,1980s-1990s,millenial
5326,11,John Peel,Star Trek,1980s-1990s,millenial
5327,3,Mary Stewart,Fawcett Books,1980s-1990s,millenial
5328,6,Lilian Jackson Braun,Jove Books,1980s-1990s,teenager
5329,4,Dominique Lapierre,Warner Books,1980s-1990s,millenial
5330,7,Oliver W. Sacks,Random House Inc,1980s-1990s,genx
5331,6,Jane Goodall,Warner Books,1980s-1990s,millenial
5332,9,Michael Jordan,Facts on File,1980s-1990s,genx
5333,2,John Saul,Ballantine Books,1980s-1990s,genx
5334,3,"Walter M., Jr. Miller",Bantam,1980s-1990s,genz
5335,10,Orson Scott Card,Tor Books,1980s-1990s,genz
5336,5,Gary Larson,Andrews McMeel Publishing,1980s-1990s,genx
5337,4,DOROTHY GILMAN,Fawcett,1980s-1990s,genx
5338,8,Ellis Peters,Warner Books,1980s-1990s,millenial
5339,2,Sherman Alexie,Warner Books,1980s-1990s,boomer+
5340,7,Dana Stabenow,Berkley Publishing Group,1980s-1990s,genx
5341,18,Erik Weihenmayer,Dutton Books,>=2000,genx
5342,9,Piers Anthony,Del Rey Books,1980s-1990s,teenager
5343,8,PIERS ANTHONY,Del Rey,1980s-1990s,millenial
5344,5,Patricia Gaffney,HarperTorch,>=2000,genx
5345,9,Marc Levy,Pocket,>=2000,genz
5346,6,Beverly Cleary,Bantam Doubleday Dell,before 1980s,genx
5347,4,Barbara Hambly,Del Rey Books,1980s-1990s,millenial
5348,6,RAY BRADBURY,Spectra,1980s-1990s,millenial
5349,6,Robert A. Heinlein,Penguin Putnam~mass,1980s-1990s,millenial
5350,4,Val McDermid,St. Martin's Paperbacks,>=2000,genx
5351,4,Sue Townsend,Soho,1980s-1990s,genz
5352,8,Philip Pullman,Alfred A. Knopf,>=2000,genx
5353,8,Philip Pullman,Alfred A. Knopf,1980s-1990s,genz
5354,5,Isabel Allende,Rayo,1980s-1990s,millenial
5355,5,Rainer Maria Rilke,W. W. Norton & Company,>=2000,millenial
5356,3,Daniel Handler,Thomas Dunne Books,>=2000,teenager
5357,1,Robin Cook,Signet Book,>=2000,genz
5358,1,Robin Cook,Berkley Publishing Group,1980s-1990s,genx
5359,2,Paul Auster,Penguin Books,1980s-1990s,genz
5360,8,Guy Gavriel Kay,Roc,>=2000,genz
5361,12,J. R. R. Tolkien,Houghton Mifflin Company,1980s-1990s,teenager
5362,10,J. R. R. Tolkien,Houghton Mifflin Company,1980s-1990s,teenager
5363,12,J. R. R. Tolkien,Houghton Mifflin Company,1980s-1990s,teenager
5364,1,George Orwell,Plume Books,1980s-1990s,millenial
5365,6,PHILIP K. DICK,Vintage,1980s-1990s,millenial
5366,8,Dean Koontz,HarperCollins,>=2000,genx
5367,2,Gary Paulsen,Laure Leaf,1980s-1990s,genz
5368,3,C. S. Lewis,HarperCollins,1980s-1990s,boomer+
5369,5,Jeanne Ray,Onyx Books,>=2000,millenial
5370,4,David Morrell,Fawcett Books,1980s-1990s,millenial
5371,2,Jayne Ann Krentz,Mira,1980s-1990s,youth
5372,3,Julie Garwood,Pocket,1980s-1990s,millenial
5373,4,Kathleen E. Woodiwiss,Avon,1980s-1990s,boomer+
5374,5,Jane Austen,Penguin Books Ltd,1980s-1990s,genz
5375,6,Elizabeth Coatsworth,Aladdin,1980s-1990s,boomer+
5376,3,Maud H. Lovelace,HarperTrophy,1980s-1990s,millenial
5377,6,Maud Hart Lovelace,HarperTrophy,>=2000,millenial
5378,9,Maud Hart Lovelace,HarperTrophy,>=2000,millenial
5379,7,Maud Hart Lovelace,HarperTrophy,>=2000,millenial
5380,3,John Grisham,Dell Publishing Company,1980s-1990s,millenial
5381,5,Roald Dahl,Penguin USA,1980s-1990s,millenial
5382,4,Tim Allen,Hyperion,1980s-1990s,millenial
5383,5,DANIEL MASON,Vintage,>=2000,genz
5384,1,Sophokles,"Philipp Reclam, Jun Verlag GmbH",1980s-1990s,youth
5385,3,Richard Bach,Ullstein Buchverlage GmbH & Co. KG / Ullstein Tas,before 1980s,genz
5386,2,Robert Schneider,"Reclam, Leipzig",1980s-1990s,genz
5387,2,CARL HIAASEN,Knopf,>=2000,genz
5388,7,Margaret Craven,Laurel,1980s-1990s,genx
5389,3,Mary Wollstonecraft Shelley,NTC/Contemporary Publishing Company,1980s-1990s,genz
5390,3,Daniel Keyes,Bantam Books,1980s-1990s,genz
5391,2,Jeanette Winterson,Grove Press,1980s-1990s,genz
5392,7,Jeanette Winterson,Vintage Books USA,1980s-1990s,genz
5393,8,Stephen L. Carter,Vintage Books USA,>=2000,boomer+
5394,6,Lalita Tademy,Warner Books,>=2000,youth
5395,2,Lorenzo Carcaterra,Fawcett Books,>=2000,millenial
5396,4,Sue Grafton,Putnam Publishing Group,>=2000,boomer+
5397,1,JAMES CLAVELL,Dell,1980s-1990s,youth
5398,2,Nick Hornby,Putnam Pub Group,1980s-1990s,millenial
5399,8,Sherman Alexie,Perennial,1980s-1990s,genz
5400,2,Jane Green,Broadway Books,>=2000,youth
5401,2,Haruki Murakami,btb,>=2000,genz
5402,11,Sue Miller,Houghton Mifflin Company,>=2000,millenial
5403,5,Jodi Picoult,Quill,1980s-1990s,genx
5404,5,Tony Parsons,Touchstone,>=2000,genx
5405,2,Alice Hoffman,Berkley Publishing Group,>=2000,genx
5406,8,Mary McGarry Morris,Viking Books,1980s-1990s,millenial
5407,3,Brenda Joyce,St. Martin's Paperbacks,>=2000,millenial
5408,4,Laura Kinsale,Avon,>=2000,genz
5409,5,TERESA MEDEIROS,Bantam,>=2000,genz
5410,3,Sandra Hill,Leisure Books,>=2000,genx
5411,7,Mary Higgins Clark,Simon & Schuster,1980s-1990s,millenial
5412,20,Jack Canfield,Health Communications,>=2000,genx
5413,1,Josephine Hart,Ivy Books,1980s-1990s,genz
5414,1,Nicholson Baker,Random House Inc,1980s-1990s,millenial
5415,8,Gabriel Garcia Marquez,Perennial,>=2000,genz
5416,4,Gary Larson,Andrews McMeel Publishing,1980s-1990s,genx
5417,3,Corrie Ten Boom,Fleming H. Revell Company,before 1980s,millenial
5418,2,Katherine Neville,Ediciones B,1980s-1990s,millenial
5419,2,Erica Spindler,Mira,1980s-1990s,youth
5420,2,Catherine Coulter,Signet Book,>=2000,millenial
5421,8,ANNE RICE,Knopf,1980s-1990s,genz
5422,6,Anne Rice,Ballantine Books,1980s-1990s,millenial
5423,1,Bram Stoker,Penguin USA,1980s-1990s,millenial
5424,10,Alan Watts,Vintage Books USA,1980s-1990s,genx
5425,13,Margot Adler,Houghton Mifflin,1980s-1990s,millenial
5426,5,GABRIEL GARCIA MARQUEZ,Ballantine Books,1980s-1990s,genz
5427,3,Mary Renault,Vintage Books USA,1980s-1990s,millenial
5428,4,Katherine Paterson,HarperTrophy,1980s-1990s,genz
5429,9,Meg Cabot,HarperTrophy,>=2000,millenial
5430,4,Charles Dickens,Penguin Books,1980s-1990s,genx
5431,2,James Howe,Simon Pulse,>=2000,teenager
5432,2,Natalie Babbitt,"Farrar, Straus and Giroux (BYR)",1980s-1990s,genx
5433,5,LEO TOLSTOY,Bantam Classics,1980s-1990s,millenial
5434,4,M. Scott Peck,Touchstone,1980s-1990s,millenial
5435,9,Eva Heller,Fischer Taschenbuch Verlag GmbH,1980s-1990s,genz
5436,1,A.A. Milne,Puffin Books,1980s-1990s,genz
5437,6,CARSON MCCULLERS,Bantam,1980s-1990s,genx
5438,8,Carson McCullers,Bantam Books,1980s-1990s,genx
5439,16,Stephen R. Covey,Fireside,1980s-1990s,boomer+
5440,12,Dan Millman,Pub Group West,1980s-1990s,genx
5441,11,Jon Kabat-Zinn,Hyperion,1980s-1990s,genx
5442,6,Max Lucado,W Publishing Group,>=2000,genz
5443,2,Rita Mae Brown,Rowohlt Tb.,1980s-1990s,teenager
5444,5,David Sedaris,Heyne,>=2000,genz
5445,2,Petru Popescu,Avon Books,1980s-1990s,millenial
5446,1,James Rollins,Avon,1980s-1990s,millenial
5447,6,Tennessee Williams,Signet Book,1980s-1990s,millenial
5448,5,William Makepeace Thackeray,Penguin Books Ltd,1980s-1990s,youth
5449,6,Sherman Alexie,Pub Group West,>=2000,boomer+
5450,10,Robert Jordan,Tor Fantasy,1980s-1990s,genz
5451,14,Helen Prejean,Vintage Books USA,1980s-1990s,genx
5452,4,Janet Fitch,Little Brown & Co,1980s-1990s,genx
5453,5,RAY BRADBURY,Bantam,1980s-1990s,youth
5454,4,Manuel Rivas,Santillana USA Publishing Company,>=2000,millenial
5455,1,Jane Smiley,Ballantine Books,1980s-1990s,genz
5456,3,Mick Jackson,Penguin Books,1980s-1990s,millenial
5457,9,Dennis Lehane,HarperTorch,1980s-1990s,genx
5458,2,Tom Clancy,Putnam Publishing Group,>=2000,genz
5459,3,Tom Clancy,Putnam Publishing Group,1980s-1990s,genx
5460,5,Tom Clancy,Naval Institute Press,1980s-1990s,genx
5461,6,William Styron,Vintage Books USA,1980s-1990s,genx
5462,8,Andrea De Carlo,Bompiani,1980s-1990s,genz
5463,7,Laura Miller,Penguin Books,>=2000,millenial
5464,13,Daniel Boorstin,Vintage Books USA,1980s-1990s,genx
5465,4,Shunryu Suzuki,Weatherhill Inc.,before 1980s,genz
5466,9,Alice Joyce Davidson,C.R. Gibson Company,1980s-1990s,genz
5467,10,Tom Clancy,Berkley Publishing Group,1980s-1990s,millenial
5468,5,Louise Bates Ames,Dell Publishing Company,1980s-1990s,genx
5469,6,Greg Iles,Scribner,>=2000,genx
5470,4,Charlotte Bronte,Oxford University Press,1980s-1990s,millenial
5471,11,Nora Roberts,Putnam Publishing Group,1980s-1990s,millenial
5472,3,Judith Arnold,Mira,>=2000,genz
5473,3,Louise Fitzhugh,HarperTrophy,1980s-1990s,teenager
5474,2,Lisa Scottoline,HarperTorch,>=2000,genz
5475,17,Andrew Greeley,Forge,>=2000,boomer+
5476,1,James Burke,Little Brown & Co,1980s-1990s,millenial
5477,8,Dave Barry,Henry Holt & Company,1980s-1990s,genz
5478,4,Stephen J. Cannell,Avon,1980s-1990s,teenager
5479,3,Richard Preston,Ballantine Books,1980s-1990s,genx
5480,2,Robert McCammon,Pocket,1980s-1990s,genz
5481,4,JONATHAN KELLERMAN,Ballantine Books,1980s-1990s,genz
5482,3,James Patterson,Warner Vision,>=2000,genx
5483,2,Tracy Kidder,Washington Square Press,>=2000,genx
5484,11,Ellen Datlow,St. Martin's Press,1980s-1990s,millenial
5485,1,James A. Michener,Fawcett Books,1980s-1990s,youth
5486,3,Henry Roth,Farrar Straus Giroux,1980s-1990s,genx
5487,4,John Marsden,Laure Leaf,1980s-1990s,teenager
5488,4,Nick Hornby,Riverhead Books,>=2000,genz
5489,8,Laurell K. Hamilton,ACE Charter,>=2000,millenial
5490,8,Laurell K. Hamilton,Ace Books,1980s-1990s,genx
5491,3,Jane Austen,New Amer Library Classics,1980s-1990s,genz
5492,6,Ken Kesey,Penguin Books,before 1980s,genz
5493,3,Marian Keyes,HarperTorch,>=2000,genz
5494,4,Carly Phillips,Harlequin,>=2000,genx
5495,5,Carly Phillips,Harlequin,>=2000,genz
5496,4,Carly Phillips,Harlequin,>=2000,millenial
5497,5,Stephanie Laurens,Avon,1980s-1990s,genz
5498,4,Stephanie Laurens,Avon,1980s-1990s,genx
5499,5,Stephanie Laurens,Avon,>=2000,millenial
5500,6,Janet Evanovich,St. Martin's Paperbacks,>=2000,genx
5501,2,MARY BALOGH,Dell,>=2000,genz
5502,2,Hailey North,Avon,>=2000,genx
5503,3,JANE FEATHER,Bantam,>=2000,genz
5504,8,Karen Anders,Harlequin,>=2000,millenial
5505,5,Kristin Hardy,Harlequin,>=2000,millenial
5506,3,Nora Roberts,Silhouette,1980s-1990s,genz
5507,2,Joan Johnston,Mira,>=2000,genz
5508,4,Nora Roberts,Silhouette,>=2000,millenial
5509,3,Candace Camp,Mira,>=2000,boomer+
5510,3,Robin Wells,Love Spell,>=2000,genz
5511,4,Josie Litton,Bantam Books,>=2000,millenial
5512,2,Carla Neggers,Mira,>=2000,genx
5513,3,SUZANNE BROCKMANN,Ivy Books,>=2000,millenial
5514,2,CHRISTOPHER REICH,Dell,1980s-1990s,boomer+
5515,12,John-Roger McWilliams,Bantam Books,1980s-1990s,genx
5516,2,Kristen Britain,Daw Books,>=2000,teenager
5517,1,Richard Adams,Signet Book,1980s-1990s,teenager
5518,3,Lauren Brooke,Scholastic,>=2000,teenager
5519,8,Mary Stanton,Scholastic,1980s-1990s,genx
5520,8,Caroline B. Cooney,Laurel-Leaf Books,1980s-1990s,millenial
5521,6,Will Hobbs,HarperTrophy,1980s-1990s,genx
5522,2,V.C. Andrews,Pocket,1980s-1990s,youth
5523,5,V.C. Andrews,Pocket,1980s-1990s,youth
5524,6,V.C. Andrews,Pocket,1980s-1990s,teenager
5525,4,Tom Clancy,Berkley Publishing Group,1980s-1990s,millenial
5526,2,John Saul,Bantam Books,1980s-1990s,millenial
5527,3,Shel Silverstein,HarperCollins Publishers,before 1980s,genz
5528,4,Candace Bushnell,Trafalgar Square,>=2000,millenial
5529,13,Roald Dahl,Penguin Books,1980s-1990s,genz
5530,1,Thomas H. Cook,Dell Publishing Company,>=2000,genz
5531,3,V.C. Andrews,Pocket,1980s-1990s,genz
5532,4,V.C. Andrews,Pocket,1980s-1990s,genz
5533,4,Ellen Datlow,Eos,1980s-1990s,genz
5534,3,V.C. Andrews,Pocket,1980s-1990s,millenial
5535,2,V.C. Andrews,Pocket,1980s-1990s,genz
5536,3,Joseph Mitchell,Vintage Books USA,1980s-1990s,youth
5537,11,James Finn Garner,MacMillan Publishing Company.,1980s-1990s,boomer+
5538,2,Alice Walker,Washington Square Press,1980s-1990s,genz
5539,4,Bernard S. Siegel,Harpercollins,1980s-1990s,genx
5540,7,E. Lynn Harris,Doubleday Books,>=2000,genx
5541,2,Jane Austen,Dorset Press,1980s-1990s,genz
5542,2,Brian Harper,Signet Book,1980s-1990s,genz
5543,11,Jeff Rovin,Berkley Publishing Group,>=2000,boomer+
5544,10,Clive Cussler,Pocket,>=2000,millenial
5545,4,Wes Craven,Simon & Schuster,1980s-1990s,genz
5546,5,Karen Joy Fowler,Marian Wood Book,>=2000,genz
5547,5,Paul Bowles,Random House Inc,1980s-1990s,millenial
5548,1,Lynsay Sands,Leisure Books,>=2000,teenager
5549,4,EMILY CARMICHAEL,Bantam,>=2000,genx
5550,4,Florian Illies,Argon,>=2000,millenial
5551,4,Josh McDowell,Tyndale House Putlishers,before 1980s,millenial
5552,7,Richard Paul Evans,Simon & Schuster,1980s-1990s,genx
5553,13,Ted Andrews,Llewellyn Publications,1980s-1990s,youth
5554,14,Joe Dominguez,Penguin Books,1980s-1990s,genx
5555,1,James Lee Burke,Simon & Schuster,>=2000,genx
5556,4,Michael J. Fox,Hyperion,>=2000,genz
5557,8,Robert Ludlum,St. Martin's Press,>=2000,genz
5558,7,LESLIE GLASS,Bantam,1980s-1990s,genz
5559,3,Stephen Horn,HarperTorch,>=2000,genx
5560,2,Thomas Harris,Signet Book,>=2000,millenial
5561,3,Graham Greene,Penguin Books,>=2000,genx
5562,8,Jack Olsen,Dell,1980s-1990s,millenial
5563,3,Anne Rice,Ballantine Books,1980s-1990s,millenial
5564,5,Kurt Vonnegut,Dell,1980s-1990s,millenial
5565,7,Stephen King,Viking Books,1980s-1990s,genz
5566,3,Nelson DeMille,Warner Books,1980s-1990s,youth
5567,4,Alice McDermott,Farrar Straus & Giroux,>=2000,millenial
5568,3,Jude Deveraux,Atria Books,>=2000,boomer+
5569,3,Sara Donati,Bantam Books,1980s-1990s,boomer+
5570,10,Christopher M.  Byron,Wiley,>=2000,genz
5571,7,Gaston Leroux,Bantam Books,1980s-1990s,millenial
5572,3,James Patterson,Little Brown and Company,1980s-1990s,millenial
5573,7,Booth Tarkington,Modern Library,1980s-1990s,youth
5574,4,Ursula K. Le Guin,Harper Mass Market Paperbacks (Mm),1980s-1990s,genz
5575,8,Joseph D. Pistone,Signet Book,1980s-1990s,millenial
5576,2,Lee Child,Jove Books,1980s-1990s,millenial
5577,5,Charlaine Harris,Ace Books,>=2000,genx
5578,14,Scott Adams,HarperBusiness,1980s-1990s,millenial
5579,4,Mark Helprin,Perennial,1980s-1990s,genx
5580,3,Tony Strong,Dell Publishing Company,>=2000,genz
5581,5,Kirsten Bakis,Farrar Straus Giroux,1980s-1990s,genz
5582,2,Alice Hoffman,Berkley Publishing Group,1980s-1990s,genx
5583,10,David Breashears,Simon & Schuster,1980s-1990s,millenial
5584,2,Walter Mosley,Aspect,1980s-1990s,millenial
5585,3,Ian McEwan,Nan A. Talese,>=2000,millenial
5586,4,Amanda Foreman,Random House Trade,>=2000,genx
5587,11,Nancy Mitford,Vintage Books USA,>=2000,millenial
5588,6,Simon Mawer,Back Bay Books,>=2000,genx
5589,10,Scott Adams,HarperCollins Publishers,1980s-1990s,boomer+
5590,10,Terry Brooks,Del Rey Books,>=2000,teenager
5591,3,Gregg Hurwitz,William Morrow,>=2000,genx
5592,16,Jack Olsen,Dell Publishing,1980s-1990s,millenial
5593,3,ALICE HOFFMAN,Doubleday,>=2000,genx
5594,6,Mary Higgins Clark,Simon & Schuster,>=2000,millenial
5595,4,IRIS JOHANSEN,Bantam,>=2000,genz
5596,2,Nevada Barr,Putnam Publishing Group,>=2000,genx
5597,6,Marcia Muller,Mysterious Press,>=2000,genx
5598,2,IRIS JOHANSEN,Bantam,>=2000,genz
5599,4,Joseph Kanon,Island,1980s-1990s,boomer+
5600,2,Carol Brown Janeway,Random House Inc,1980s-1990s,genx
5601,1,ALEX HALEY,Dell,1980s-1990s,millenial
5602,2,Dick Francis,Fawcett Books,1980s-1990s,boomer+
5603,9,Faye Kellerman,Fawcett Books,1980s-1990s,millenial
5604,3,Jonathan Kellerman,Bantam Books,1980s-1990s,genx
5605,5,Douglas Adams,Pocket,1980s-1990s,millenial
5606,7,Fay Weldon,Ballantine Books,1980s-1990s,genx
5607,3,Frederik Pohl,Del Rey Books,1980s-1990s,millenial
5608,6,Tokyopop,Tokyopop,>=2000,genz
5609,7,Tatsuya Hamazaki,Tokyopop,>=2000,youth
5610,7,Tatsuya Hamazaki,Tokyopop,>=2000,youth
5611,4,Andreas Eschbach,LÃ?ÃÂ¼bbe,>=2000,millenial
5612,2,Tom Robbins,Bantam Dell Pub Group,1980s-1990s,genx
5613,4,Robert Louis Stevenson,Scholastic,>=2000,millenial
5614,8,DOUGLAS ADAMS,Ballantine Books,1980s-1990s,genz
5615,13,Lee Strobel,Zondervan Publishing Company,1980s-1990s,millenial
5616,12,Erma Bombeck,Harpercollins,1980s-1990s,genx
5617,2,DANIELLE STEEL,Dell,1980s-1990s,youth
5618,2,Barbara Delinsky,Pocket,1980s-1990s,boomer+
5619,5,W. E. B. Griffin,Jove Books,1980s-1990s,boomer+
5620,6,Gail Tsukiyama,St. Martin's Griffin,1980s-1990s,genx
5621,1,Terry Pratchett,New Amer Library,1980s-1990s,millenial
5622,6,Lois Duncan,Laure Leaf,1980s-1990s,genx
5623,3,Sidney Sheldon,Warner Books,1980s-1990s,genz
5624,9,Al Roker,Scribner,>=2000,millenial
5625,1,Robin Cook,Putnam Pub Group,1980s-1990s,boomer+
5626,4,Mary Wollstonecraft Shelley,Bantam,1980s-1990s,genx
5627,9,Tim F. Lahaye,Tyndale House Publishers,1980s-1990s,genz
5628,3,Tami Hoag,Bantam,1980s-1990s,millenial
5629,2,Rachel Carson,Mariner Books,1980s-1990s,genz
5630,2,John Sandford,Berkley Publishing Group,>=2000,genz
5631,2,Emily Bronte,Dorset Press,1980s-1990s,genz
5632,4,Charles Dickens,Bantam,1980s-1990s,genz
5633,5,John Saul,Ballantine Books,1980s-1990s,genz
5634,5,Garrison Keillor,Penguin USA,1980s-1990s,genx
5635,2,Larry McMurtry,Pocket,1980s-1990s,boomer+
5636,9,Roz Levine,Fireside,1980s-1990s,millenial
5637,5,Emily Dickinson,Dover Publications,1980s-1990s,genz
5638,4,R. K. Gordon,Dover Publications,1980s-1990s,millenial
5639,7,Fyodor Dostoyevsky,Dover Publications,1980s-1990s,millenial
5640,2,Francesca Lia Block,Harpercollins Juvenile Books,>=2000,teenager
5641,2,Peter Singer,Avon Books,before 1980s,genz
5642,2,Dick Francis,Jove Books,>=2000,millenial
5643,6,Breena Clarke,"Little, Brown",>=2000,genz
5644,5,Louise L. Hay,Hay House,1980s-1990s,genz
5645,4,Jamaica Kincaid,Noonday Press,1980s-1990s,genz
5646,20,Robert Graves,Penguin Books,before 1980s,genz
5647,2,Kathleen Givens,Warner Forever,>=2000,genz
5648,4,Jim Harrison,Delacorte Press,1980s-1990s,genx
5649,5,Graham Greene,Penguin USA,1980s-1990s,millenial
5650,5,Susanna Tamaro,Editorial Seix Barral,1980s-1990s,genx
5651,4,David Eddings,Del Rey,1980s-1990s,genz
5652,6,David Eddings,Del Rey Books,1980s-1990s,genz
5653,6,Juan Jose Millas,"Espasa Calpe Mexicana, S.A.",>=2000,millenial
5654,3,Zoe Valdes,Planeta,>=2000,genz
5655,1,Sidney Sheldon,Warner Books,1980s-1990s,millenial
5656,5,Isabel Allende,Rayo,>=2000,genz
5657,4,Barbara Taylor Bradford,HarperTorch,1980s-1990s,millenial
5658,2,Jude Deveraux,Pocket,1980s-1990s,millenial
5659,6,Amy Tan,Vintage Books USA,1980s-1990s,genz
5660,3,Barbara Wood,Harper Mass Market Paperbacks,1980s-1990s,genx
5661,6,Christina Dodd,Avon,1980s-1990s,genz
5662,7,Tracey West,Scholastic,1980s-1990s,teenager
5663,13,Peter J. Heck,Berkley Publishing Group,1980s-1990s,genx
5664,11,Peter J. Heck,Berkley Publishing Group,1980s-1990s,genz
5665,5,LAURIE R. KING,Bantam,1980s-1990s,genx
5666,6,Natalie Goldberg,Bantam,1980s-1990s,genz
5667,4,Eduardo Mendoza,Editorial Seix Barral,>=2000,millenial
5668,21,Rachael F. Heller,Plume Books,1980s-1990s,genx
5669,1,Debbie Macomber,Mira,1980s-1990s,genx
5670,2,Anne Rivers Siddons,HarperTorch,1980s-1990s,genz
5671,2,Steven Paul Martini,Jove Books,1980s-1990s,boomer+
5672,3,HARLAN COBEN,Delacorte Press,>=2000,millenial
5673,6,Ann Brashares,Delacorte Press,>=2000,genz
5674,10,Michael Paterniti,Dial Books,>=2000,boomer+
5675,8,Winston Groom,Pocket Books,1980s-1990s,genx
5676,16,James B. South,Open Court Publishing Company,>=2000,genz
5677,4,SALLY MANDEL,Ivy Books,>=2000,millenial
5678,15,Elizabeth Castro,Peachpit Press,>=2000,millenial
5679,4,Pagan Kennedy,Scribner,1980s-1990s,genz
5680,5,Katie Macalister,Love Spell,>=2000,youth
5681,6,Tony Hillerman,HarperTorch,1980s-1990s,boomer+
5682,4,Marion Zimmer Bradley,Daw Books,>=2000,millenial
5683,3,Jill Marie Landis,Jove Books,>=2000,genz
5684,4,Michael Moorcock,ACE Charter,1980s-1990s,millenial
5685,6,Raymond Chandler,Vintage Books USA,1980s-1990s,millenial
5686,4,Giovanni Boccaccio,Penguin Putnam,1980s-1990s,millenial
5687,9,Graham Greene,Penguin Books,1980s-1990s,millenial
5688,5,Rand Miller,Hyperion,1980s-1990s,millenial
5689,4,Jack Kornfield,Bantam,1980s-1990s,genx
5690,6,Isaac Asimov,Del Rey Books,1980s-1990s,millenial
5691,5,Isaac Asimov,Del Rey Books,1980s-1990s,genz
5692,7,Alex Kava,Mira,>=2000,genz
5693,7,Tom Clancy,Berkley Publishing Group,1980s-1990s,genx
5694,3,John T. Lescroart,Dell,1980s-1990s,genz
5695,2,John Sandford,Berkley Publishing Group,>=2000,boomer+
5696,3,Carolyn G. Hart,Bantam Books,1980s-1990s,genx
5697,8,Richard Knaak,Wizards of the Coast,1980s-1990s,millenial
5698,2,Johanna Lindsey,Avon,>=2000,millenial
5699,1,LaVyrle Spencer,Jove Books,1980s-1990s,genx
5700,6,William Shakespeare,Dover Publications,1980s-1990s,millenial
5701,1,Iain Banks,Little Brown and Company,1980s-1990s,youth
5702,9,Kij Johnson,Star Trek,1980s-1990s,millenial
5703,1,Linda Lael Miller,Pocket,1980s-1990s,genz
5704,3,Catherine Coulter,Topaz,1980s-1990s,millenial
5705,1,Larry Niven,Del Rey Books,1980s-1990s,teenager
5706,1,R. L. Stine,Warner Books,1980s-1990s,genx
5707,3,Perri O'Shaughnessy,Island,>=2000,boomer+
5708,5,Clive Cussler,Berkley Publishing Group,>=2000,boomer+
5709,1,Gene Brewer,St. Martin's Paperbacks,>=2000,genz
5710,11,"Jeff, Dr. Reid",Ballantine Books,1980s-1990s,genz
5711,5,Lawrence M. Krauss,Perseus Books Group,1980s-1990s,genx
5712,10,Al Franken,Island,1980s-1990s,genz
